,STATION_CD,STATION_NM,STATION_NM_ENG,LINE_NUM,FR_CODE,CYBER_ST_CODE,BRANCH_OFFICE_CODE,BRANCH_OFFICE_NM,REGIDATE,TEL,FAX,POST_CODE,ADDRESS,MINWON,INFOTESK,CULTURE,TICKET,OBSTACLE,MEETPLACE,PARKING,BICYCLE,MUIN,OFFICE,NURSING,ELEVATOR,ESCALATOR,WHEELCHAIR,SPEEDNATE,TOILET,STATION_NM_HAN,URE,XPOINT,YPOINT,XPOINT_WGS,YPOINT_WGS
0,1757,고잔,Gojan,4,451,1757,410000,철도청구간,,031-482-7788,,15356,경기도 안산시 단원구 중앙대로 784,,,,,,,,,,,N,,,,,게이트 내부,古棧,"""곶의 안쪽"" 이라는 말을 한자로 소리나는대로 표기하여 유래되었음.",460565.0,1059785.0,37.316777,126.823249
0,1702,가산디지털단지,Gasan Digital Complex,1,P142,1702,410000,철도청구간,,02-2639-3332,,08510,서울특별시 금천구 벚꽃로 309,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,加山디지털團地,,473861.0,1105307.0,37.481072,126.882343
0,1703,금천구청,Geumcheon-Gu Office,1,P144,1703,410000,철도청구간,,02-803-0019,,08612,서울특별시 금천구 시흥대로63길 91,Y,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,衿川區廳,"고구려시대때 잉벌로라는 지명으로 불렸으며, 고려사 지리지에 의하면 고려 6대 성종때 고을 별호를 시흥으로 했다는 데서 유래",476450.0,1098232.0,37.455626,126.893980
0,0342,오금,Ogeum,3,352,2558,133400,도곡서비스센터,2010-02-18 00:00:00,02-6110-3521,6110-3529,05661,서울특별시 송파구 오금로 지하 321,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,"게이트 내부,외부",梧琴,,528137.0,1111147.0,37.502162,127.128111
0,1808,동암,Dongam,1,154,1808,410000,철도청구간,,032-421-7788,,21446,인천광역시 부평구 동암광장로 10,,,,,,,,,,,N,,,,,게이트 외부,銅岩,지리적으로 이 지역에서 구리가 많이나와서 동암이라 불린데서 유래됨.,434192.0,1102477.0,37.471408,126.702896
0,0217,잠실새내,Jamsilsaenae,2,217,0217,121800,종합운동장영업소,1980-10-31 00:00:00,02-6110-2171,6110 - 2179,05555,서울특별시 송파구 올림픽로 지하 140,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,蠶室-驛,,518955.0,1113730.0,37.511687,127.086162
0,1729,당정,Dangjeong,1,P151,1729,410000,철도청구간,2010-1-19 15:18:53,031-457-0998,,15851,경기도 군포시 당정역로 91,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,堂井,,488329.0,1067092.0,37.344285,126.948345
0,0154,종로5가,Jongno 5(o)-ga,1,129,0154,115500,동묘영업소,1974-08-15 00:00:00,02-6110-1291,6110 - 1299,03195,서울특별시 종로구 종로 지하 216,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,게이트 외부,鍾路5街,"○ 역이 있는 종로구의 동명과 가로명에서 유래하였다.<br />
○ 종로는 조선왕조 500년 동안 밤에는 인정(人定), 새벽에는 파루를 쳐서 도성 8개문을 여닫게 하는 종루(鐘樓)가 있어 유래된 것이다. 이 거리에는 조선 초부터 시전이 있었던 번화가이어서 일명 운종가로 칭해졌던 서울의 상업 중심가였다.",500162.0,1130132.0,37.570926,127.001849
0,0321,충무로,Chungmuro,3,331,0321,141700,길음영업소,1985-10-18 0:0:0,02-6110-4231,6110 - 3319,04557,서울특별시 중구 퇴계로 지하 199,N,N,N,N,N,N,N,N,,,N,,,,,게이트 내부,忠武路,,498550.0,1127582.0,37.561243,126.994280
0,0322,동대입구,Dongguk Univ.,3,332,0322,132500,옥수영업소,1985-10-18 00:00:00,02-6110-3321,6110 - 3329,04617,서울특별시 중구 동호로 지하 256,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,게이트 내부,東大入口,"○ 역 인근에 동국대학교가 위치하고 있어 동대입구라 명명하였다. 동대입구역이 위치한 장충동은 1900년에 을미사변때 순국한 사람들을 위하여 장충단(奬忠壇)을 꾸며놓고 봄, 가을에 제사를 지냈기 때문에 유래된 것이다.",501022.0,1127027.0,37.559052,127.005602
0,0220,선릉,Seolleung,2,220,0220,121800,종합운동장영업소,1982-12-23 0:0:0,02-6110-2201,6110 - 2209,06212,서울특별시 강남구 테헤란로 지하 340,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 외부,宣陵,,510742.0,1111880.0,37.504503,127.049008
0,0151,시청,City Hall,1,132,0151,115100,시청영업소,1974-8-15 0:0:0,02-6110-1321,6110 - 1329,04519,서울특별시 중구 세종대로 지하 101,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,市廳,,494587.0,1128532.0,37.564718,126.977108
0,1813,구일,Guil,1,142,1813,410000,철도청구간,,02-865-6190,,08323,서울특별시 구로구 구일로 133,,,,,,,,,,,N,,,,,게이트 내부,九一,,471027.0,1109500.0,37.496756,126.870793
0,1711,성균관대,Sungkyunkwan Univ.,1,P153,1711,410000,철도청구간,,031-293-7788,,16360,경기도 수원시 장안구 서부로 2149,,,,,,,,,,,N,,,,,게이트 내부,成均館大,,493610.0,1054955.0,37.300349,126.970750
0,1908,녹양,Nogyang,1,108,1908,410000,철도청구간,,031-828-3380,,11684,경기도 의정부시 평화로 757,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,綠楊,,509151.0,1182411.0,37.759380,127.042292
0,0316,독립문,Dongnimmun,3,326,0316,131700,경복궁영업소,1985-07-12 00:00:00,02-6110-3261,6110 - 3269,03732,서울특별시 서대문구 통일로 지하 247,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,게이트 내부,獨立門,○ 독립문역은 우리나라의 자주독립을 상징하는 독립문이 인근에 있어 붙여진 이름이다. 독립문은 1897년 서재필 박사의 노력으로 영은문 대신 세운 것으로 현재 사적 32호로 지정되어 있다.,490525.0,1131175.0,37.574571,126.957748
0,0240,신촌,Sinchon,2,240,0240,124300,동대문서비스센터,1984-05-22 00:00:00,02-6110-2401,6110 - 2409,04058,서울특별시 마포구 신촌로 지하 90,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,게이트 외부,新村,"○ 신촌동은 조선 태조 이성계가 이곳을 새로운 도읍지로 삼자는 여러 신하들의 여론에 따라 이 일대를 둘러보았는데, 그때부터 '새로운 터전의 마을'이라 해서 '새터말'이라고 한 것이 한자어로 번역 돼 신촌이라 불리게 되었다.",485922.0,1125867.0,37.555134,126.936893
0,0242,아현,Ahyeon,2,242,0242,124300,충정로영업소,1984-05-22 00:00:00,02-6110-2421,6110 - 2429,04116,서울특별시 마포구 신촌로 지하 270,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,게이트 외부,阿峴,○ 역이 있는 동명에서 유래된 것으로 아현동은 남쪽의 만리현과 서북쪽의 대현이라는 두 고개를 중간에서 잇는 작은 고개를 '애오개' 즉 아현으로 부르던 것에서 유래되었다.,490052.0,1126335.0,37.557345,126.956141
0,1402,쌍용(나사렛대),Ssangyong(Korea Nazarene University),1,P171,1402,,,,1544-7788,,31174,충청남도 천안시 서북구 쌍용19로 20,,,,,,,,,,,N,,,,,게이트 외부,雙龍(拿撒勒大),,526835.0,914512.0,36.793759,127.121400
0,1405,배방,Baebang,1,P174,1405,,,,041-548-7788,,31477,충청남도 아산시 배방읍 온천대로 1967,,,,,,,,,,,N,,,,,게이트 외부,排芳,,511635.0,910112.0,36.777629,127.052991
0,0153,종로3가,Jongno 3(sam)-ga,1,130,0153,115100,시청영업소,1974-8-15 0:0:0,02-6110-1301,6110 - 3299,03139,서울특별시 종로구 종로 지하 129,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,게이트 외부,鍾路3街,"○ 역이 있는 종로구의 동명과 가로명에서 유래하였다.<br />
○ 종로는 조선왕조 500년 동안 밤에는 인정(人定), 새벽에는 파루를 쳐서 도성 8개문을 여닫게 하는 종루(鐘樓)가 있어 유래된 것이다. 이 거리에는 조선 초부터 시전이 있었던 번화가이어서 일명 운종가로 칭해졌던 서울의 상업 중심가였다.",498060.0,1130332.0,37.571607,126.991806
0,1761,정왕,Jeongwang,4,455,1761,410000,철도청구간,,031-319-7787,,15049,경기도 시흥시 마유로418번길 15,,,,,,,,,,,N,,,,,게이트 외부,正往,정왕동은 조선 영조시대에 봉수대가 설치되어 고종32년까지 사용되었던 중요한 군사지역이었음,442835.0,1069400.0,37.351735,126.742989
0,0157,제기동,Jegi-dong,1,125,0157,115500,동묘영업소,1974-08-15 00:00:00,02-6110-1251,6110 - 1259,02568,서울특별시 동대문구 왕산로 지하 93,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,게이트 외부,祭基洞,"○ 제기동이란 이름은 '제사를 지내는 자리'라는 의미에서 비롯되었다. 그 제사를 올리던 터가 바로 선동단이다.<br />
○ 선동단은 조선왕조가 개국하면서 농본정책을 펴 일찍이 농사짓는 법을 가르친 제신농씨와 후직씨에게 제사를 지내기 위해 설치한 제단이다. 그 해의 풍년을 기원하기 위해 경칩이 지난 뒤 길한 날을 가려 왕이 친림하여 제사를 지내고, 기우제를 지내기도 하였다.",507552.0,1132159.0,37.578103,127.034893
0,1403,아산,Asan,1,P172,1403,,,,041-532-6610,,31470,충청남도 아산시 배방읍 희망로 90,,,,,,,,,,,N,,,,,게이트 외부,牙山,,523035.0,914062.0,36.792053,127.104361
0,0227,낙성대,Nakseongdae,2,227,0227,122700,구로디지털서비스센터,1983-12-17 0:0:0,02-6110-2271,6110 - 2279,08793,서울특별시 관악구 남부순환로 지하 1928,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,落星垈,"○ 역 인근에 낙성대가 있어 낙성대역으로 명명되었으며, 고려시대의 명장 강감찬 장군의 출생지로 장군이 태어나던 날 하늘에서 큰 별이 떨어졌다는 전설에 따라 '별이 떨어진 터'라는 뜻의 낙성대라 칭하였다.",491805.0,1104272.0,37.476930,126.963693
0,0221,역삼,Yeoksam,2,221,0221,122400,종합운동장 서비스센터,1982-12-23 00:00:00,02-6110-2211,6110 - 2219,06236,서울특별시 강남구 테헤란로 지하 156,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,게이트 외부,驛三,"○ 역이 위치한 동이름에서 유래된 것으로 역삼동은 역촌의 말죽거리, 하방하교, 상방하교 세 마을을 병합하여 역삼리라 불렸고, 이후 도시 개발과 인구증가로 역삼동이 되었다.",507992.0,1110605.0,37.500622,127.036456
0,0314,홍제,Hongje,3,324,0314,131700,경복궁영업소,1985-07-12 00:00:00,02-6110-3241,6110 - 3249,03629,서울특별시 서대문구 통일로 지하 440-1,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,게이트 외부,弘濟,○ 홍제라는 지명은 고려때부터 이곳에 홍제원이라는 국립여관이 있었던 곳이라 유래된 것이다.,487507.0,1135130.0,37.589066,126.943736
0,0237,당산,Dangsan,2,237,0237,123400,구로디지털서비스센터,1984-5-22 0:0:0,02-6110-2371,6110 - 2379,07222,서울특별시 영등포구 당산로 229,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,게이트 내부,堂山,,478290.0,1120184.0,37.534380,126.902281
0,1704,석수,Seoksu,1,P145,1704,410000,철도청구간,,031-472-7788,,13906,경기도 안양시 만안구 경수대로 1431,,,,,,,,,,,N,,,,,"게이트 내부,외부",石水,이 마을에 석공들이 많이 살아 석수동이라 한데서 유래됨.,478195.0,1092480.0,37.435047,126.902295
0,0212,건대입구,Konkuk Univ.,2,212,0212,121100,성수영업소,1980-10-31 0:0:0,02-6110-2121,6110 - 2121,05017,서울특별시 광진구 아차산로 243,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,게이트 내부,建大入口,,515365.0,1121815.0,37.540693,127.070230
0,0427,숙대입구,Sookmyung Women's Univ.,4,427,0427,142800,동작서비스센터,1985-10-18 00:00:00,02-6110-4271,6110 - 4279,04320,서울특별시 용산구 한강대로 지하 306,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,게이트 내부,淑大入口,○ 역 인근에 숙명여자대학교가 위치하고 있어 명명되었다. 숙대입구역이 위치한 갈월동은 칡이 무성하여 이름 붙여졌다.,493747.0,1122832.0,37.544560,126.972106
0,1018,석계,Seokgye,1,120,1018,410000,철도청구간,,02-943-7788,,01895,서울특별시 노원구 화랑로 341,,,,,,,,,,,N,,,,,게이트 내부,石溪,,514452.0,1142315.0,37.614805,127.065851
0,1952,화정,Hwajeong,3,316,1952,410000,철도청구간,,031-974-4971,,10500,경기도 고양시 덕양구 화정로 지하 60,,,,,,,,,,,N,,,,,게이트 외부,花井,꽃물마을(花水)과 찬우물마을(冷井)이 합쳐진 명칭이다.,462986.0,1147997.0,37.634592,126.832650
0,0410,상계,Sanggye,4,410,0410,141000,상계서비스센터,1985-04-20 00:00:00,02-6110-4101,6110 - 4109,01663,서울특별시 노원구 상계로 182,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,게이트 내부,上溪,"○ 상계역은 불암산과 수락산의 골짜기에서 생겨난 계곡 윗부분을 '상계'라 일컫고, 하부를 하계라 한데서 유래되었다.",515995.0,1155000.0,37.660878,127.073572
0,1724,평택,Pyeongtaek,1,P165,1724,,,2005-1-27 15:14:51,031-652-7811,,17917,경기도 평택시 평택로 51,,,,,,,,,,,N,,,,,게이트 외부,平澤,고려 명종때인 1177년 진위를 수주 임내(지금의 수원)에서 분리해 현으로 독립시킴과 동시에 팽성현을 충청도 천안부에 편입시키면서 평택현으로 바꾼 것이 시초이며 원래 땅 생김새가 펑퍼짐한 탓에 곳곳에 못이 생기는데다 장마철이면 서해의 바닷물까지 밀려들어 물웅덩이가 많아 이같이 이름붙여진데서 유래.,518805.0,969180.0,36.990726,127.085159
0,0207,상왕십리,Sangwangsimni,2,207,0207,120700,동대문서비스센터,1983-09-16 00:00:00,02-6110-2071,6110 - 2079,04701,서울특별시 성동구 왕십리로 지하 374,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,게이트 외부,上往十里,"○ 역이 위치한 동명에서 유래한 것으로 상왕십리는 왕십리 위쪽에 자리잡고 있어 칭하게 되었다.<br />
○ 왕십리 동명은 조선 초 국사였던 무학대사가 도읍지를 정하려고 이곳까지 와서 살피던 중 도선대사의 변신인 늙은 농부로 부터 십리(10리)를 더 가라는 가르침을 받았기 때문에 유래되었다.",506303.0,1128363.0,37.564354,127.029354
0,0329,고속터미널,Express Bus Terminal,3,339,0329,132500,옥수영업소,1985-10-18 0:0:0,02-6110-3391,6110 - 3399,06545,서울특별시 서초구 신반포로 지하 188,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,게이트 내부,高速터미널,,500913.0,1111778.0,37.504810,127.004943
0,1002,남영,Namyeong,1,134,1002,410000,철도청구간,,02-792-7788,,04322,서울특별시 용산구 한강대로77길 25,,,,,,,,,,,N,,,,,게이트 내부,南營,광복 후 동명을 제정할 때 서울 남쪽에 군영이 있다하여 남영동으로 명명하였기에 남영역으로 지정함.,493462.0,1122025.0,37.541021,126.971300
0,0224,서초,Seocho,2,224,0224,122400,구로디지털서비스센터,1983-12-17 00:00:00,02-6110-2241,6110 - 2249,06590,서울특별시 서초구 서초대로 지하 233,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,瑞草,○ 역이 위치한 동명에서 유래한 것으로 서초동은 과거 서리풀이 무성한 곳이라하여 이름 붙여졌다.,501595.0,1108160.0,37.491897,127.007917
0,1950,삼송,Samsong,3,318,1950,410000,철도청구간,,02-371-0087,,10591,경기도 고양시 덕양구 삼송로 지하 194,,,,,,,,,,,N,,,,,게이트 외부,三松,"왕릉에는 적송이라 불리는 큰 나무를 심게 되었는데, 이곳은 서삼릉의 입구이므로 세 그루의 소나무를 심었다 하여 지명이 유래됨.",476770.0,1153035.0,37.653083,126.895558
0,1913,동두천중앙,Dongducheonjungang,1,103,1913,410000,철도청구간,,031-865-2788,,11330,경기도 동두천시 동두천로 228,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,東豆川中央,,512255.0,1222010.0,37.901885,127.056482
0,0334,도곡,Dogok,3,344,0334,133400,도곡서비스센터,1993-10-30 0:0:0,02-6110-3441,6110 - 3449,06293,서울특별시 강남구 남부순환로 지하 2814,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,게이트 외부,道谷,,512105.0,1107980.0,37.490858,127.055381
0,0226,사당,Sadang,2,226,0226,122400,동작서비스센터,1983-12-17 0:0:0,02-6110-2261,6110 - 2269,07025,서울특별시 동작구 남부순환로 지하 2089,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,게이트 외부,舍堂,,495760.0,1104005.0,37.476530,126.981685
0,1714,독산,Doksan,1,P143,1714,410000,철도청구간,,02-2639-3229,,08601,서울특별시 금천구 벚꽃로 115,,,,,,,,,,,N,,,,,게이트 외부,禿山,마을 산봉우리에 나무가 없는 벌거숭이산이 있어 대머리 독(禿)자를 붙여 독산동이라 함.,475327.0,1101222.0,37.466613,126.889249
0,1032,신길,Singil,1,138,1032,410000,철도청구간,,02-2639-3553,,07319,서울특별시 영등포구 영등포로 327,,,,,,,,,,,N,,,,,게이트 외부,新吉,,481420.0,1115205.0,37.517122,126.917169
0,1951,원당,Wondang,3,317,1951,410000,철도청구간,,031-965-8747,,10293,경기도 고양시 덕양구 고양대로 1429,,,,,,,,,,,N,,,,,게이트 외부,元堂,"원당은 한글풀이라 가장 큰 으뜸되는 집 이라는 뜻인데, 서삼릉의 정자각이 우람하고 매우 커 붙여진 명칭이다.",465247.0,1153090.0,37.653324,126.843041
0,0250,용두,Yongdu,2,211-3,0250,,동대문서비스센터,2005-10-10 14:9:30,02-6110-1361,6110 - 1369,02565,서울특별시 동대문구 천호대로 지하 129,N,N,N,N,,,,,,,N,,,,,게이트 내부,龍頭,○ 역이 위치한 동명에서 유래한 것으로 용두동은 마을을 감싸고 있는 산의 모습이 용(龍)의 머리(頭)와 같이 생겼다고 해서 붙은 이름이다.,508200.0,1131077.0,37.574028,127.038091
0,1408,신창,Sinchang,1,P177,1408,,,,041-543-7788,,31533,충청남도 아산시 신창면 행목로 50,,,,,,,,,,,N,,,,,게이트 외부,新昌,,489035.0,907912.0,36.769502,126.951108
0,1713,수원,Suwon,1,P155,1713,410000,철도청구간,,031-253-2724,,16622,경기도 수원시 팔달구 덕영대로 924,,,,,,,,,,,N,,,,,"게이트 내부,외부",水原,,499747.0,1045517.0,37.265974,126.999874
0,0425,회현,Hoehyeon,4,425,0425,142800,삼각지영업소,1985-10-18 00:00:00,02-6110-4251,6110 - 4259,04634,서울특별시 중구 퇴계로 지하 54,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 내부,會賢,"○ 역이 있는 동명에서 유래된 것으로 회현동은 조선왕조때 정광필, 김상헌 형제 등 어진 사람들이 모여 살아서 회현동(會賢洞)이라 불리어졌다고 한다.",495072.0,1126787.0,37.558514,126.978246
0,1904,망월사,Mangwolsa,1,112,1904,410000,철도청구간,,031-873-7788,,11711,경기도 의정부시 평화로 221,,,,,,,,,,,N,,,,,게이트 내부,望月寺,인근에 해마다 정월 대보름에 만월을 보는 사찰이라 하여 망월사라 붙여진 절이 있어 유래됨.,510207.0,1168925.0,37.709914,127.047455
0,0245,신답,Sindap,2,211-2,0245,121100,동대문서비스센터,1980-10-31 00:00:00,02-6110-1351,6110 - 1359,04803,서울특별시 성동구 천호대로 232,N,N,N,N,,,,,,,N,,,,,게이트 내부,新踏,○ 역이 위치한 지명에서 유래한 것으로 신설동의 '신(新)'과 용답동의 '답(踏)'을 붙여 지어졌다.,510310.0,1129987.0,37.570040,127.046481
0,0232,구로디지털단지,Guro Digital Complex,2,232,0232,122700,구로디지털서비스센터,,02-6110-2321,6110 - 2329,08391,서울특별시 구로구 도림천로 477,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,게이트 내부,九老디지털團地,"○ 구로동은 예로부터 불려오던 동명으로 나이 많은 노인 9명이 오래도록 장수하였다는 데서 유래되었다. 처음에는 한국수출산업공단이 인접하고 있어 구로공단역으로 명명되었으나, 최첨단 벤처기업 산업단지가 형성되면서 2004년 7월 1일 구로디지털단지역으로 개명되었다.",478070.0,1106435.0,37.485266,126.901401
0,0246,신설동,Sinseol-dong,2,211-4,0156,115500,동묘영업소,1980-10-31 0:0:0,02-6110-1371,6110 - 1379,02582,서울특별시 동대문구 왕산로 지하 1,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,게이트 외부,新設洞,,505342.0,1131412.0,37.575297,127.025087
0,0338,일원,Irwon,3,348,0338,133400,도곡영업소,1993-10-30 00:00:00,02-6110-3481,6110 - 3489,06355,서울특별시 강남구 일원로 지하 121,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,게이트 외부,逸院,○ 일원동은 옛날 이 마을에 일원이라는 서원(書院)이 있어 일원 또는 일언이라 한데서 유래되었다.,518585.0,1106192.0,37.483681,127.084390
0,0324,금호,Geumho,3,334,0324,132500,옥수영업소,1985-10-18 00:00:00,02-6110-3341,6110 - 3349,04724,서울특별시 성동구 동호로 지하 104,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,게이트 내부,金湖,○ 역이 있는 동명에서 유래된 것으로 금호동은 예부터 대장간이 많아 수철리(水鐵里)라고 칭하던 것이 1936년부터 금호동이 되었다.,503275.0,1123820.0,37.548034,127.015872
0,0223,교대,Seoul Nat'l Univ. of Education,2,223,0330,122400,서초영업소,1982-12-23 0:0:0,02-6110-2231,6110 - 2239,06634,서울특별시 서초구 서초대로 지하 294,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,敎大,,502900.0,1108655.0,37.493415,127.014080
0,0420,혜화,Hyehwa,4,420,0420,141700,상계서비스센터,1985-10-18 00:00:00,02-6110-4201,6110 - 4209,03086,서울특별시 종로구 대학로 지하 120,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,게이트 외부,惠化,○ 혜화는 조선의 도성 8대문 중의 하나인 혜화문이 있었던 것에서 유래되었는데 처음 이름은 홍화문이었고 도성 동쪽에 있어 동소문이라고도 한다.,500245.0,1133299.0,37.582336,127.001844
0,1906,의정부,Uijeongbu,1,110,1906,410000,철도청구간,,031-872-7788,,11696,경기도 의정부시 평화로 525,,,,,,,,,,,N,,,,,게이트 외부,議政府,각 대신들이 이곳에서 정무를 논의하였다 하여 의정부라는 지명이 생성된데서 유래됨.,509950.0,1176650.0,37.738415,127.045958
0,0320,을지로3가,Euljiro 3(sam)-ga,3,330,0203,120700,상왕십리영업소,1985-10-18 0:0:0,02-6110-3301,6110 - 3309,04543,서울특별시 중구 을지로 지하 129,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 내부,乙支路3街,,497895.0,1128945.0,37.566295,126.991910
0,1450,선바위,Seonbawi,4,435,1450,410000,철도청구간,,02-502-1356,,13815,경기도 과천시 중앙로 지하 440,,,,,,,,,,,N,,,,,게이트 외부,선바위,"원지명 하리로써 하천에 수양버들이 길게 늘어지며 노인들은 장기 및 바둑을 두고 신선놀이를 즐겼으며, 아동들은 개천에서 물놀이를 즐겼는데 이 개천 한가운데에 큰 바위가 있었으며 마치 세워놓은 바위 같다고 하여 선바위라 불리워졌다.",500385.0,1097110.0,37.451673,127.002303
0,1806,부평,Bupyeong,1,152,1806,410000,철도청구간,,032-528-1439,,21404,인천광역시 부평구 광장로 16,Y,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,富平,,438837.0,1107772.0,37.489493,126.724805
0,0419,한성대입구,Hansung Univ.,4,419,0419,141700,상계서비스센터,1985-04-20 00:00:00,02-6110-4191,6110 - 4199,02860,서울특별시 성북구 삼선교로 지하 1,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,게이트 외부,漢城大入口,○ 역 인근에 한성대학교가 위치하고 있어 명명되었다. 한성대입구역은 본래 삼선교역으로 삼선교 지명에서 유래하였으나 1985년 4월 개통 후 한성대입구(삼선교)역으로 병기 사용하고 있다. 삼선교라는 지명은 이 지역 남쪽의 옥녀봉 봉우리에 하늘에서 내려온 세 선녀와 옥녀가 함께 어울려 놀았다는 전설에서 유래되었다.,501130.0,1135052.0,37.588458,127.006221
0,1007,신도림,Sindorim,1,140,0234,410000,철도청구간,,02-2639-3349,,08288,서울특별시 구로구 새말로 117-21,,,,,Y,N,N,Y,N,Y,N,N,Y,Y,N,게이트 내부,新道林,,475755.0,1112937.0,37.508725,126.891295
0,0152,종각,Jonggak Station,1,131,0152,115100,시청영업소,1974-08-15 00:00:00,02-6110-1311,6110 - 1319,03161,서울특별시 종로구 종로 지하 55,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,게이트 외부,鐘閣,"○ 역 앞에 보신각(종각)이 있어 역의 이름이 되었다.<br />
○ 종각은 조선왕조 500년 동안 밤에는 인정(人定), 새벽에는 파루를 쳐서 도성 8문을 여닫게 하는 종루(鐘樓)가 있었는데 보신각이라는 편액을 달면서 보신각으로 유래하였고, 현재는 종각으로 시민들에게 널리 알려져 있다.<br />
○ 3.1절, 광복절, 새해를 알리는 제야의 종을 쳐 우리에게 희망을 주는 종으로 사랑받게 되었다.<br />",496085.0,1129940.0,37.570161,126.982923
0,1807,백운,Baegun,1,153,1807,410000,철도청구간,,032-524-7788,,21433,인천광역시 부평구 마장로55번길 14,,,,,,,,,,,N,,,,,게이트 외부,白雲,이곳에 역을 만들 때 지역 주민들이 역이름을 공모하여 백운이라 지음,435164.0,1105969.0,37.483664,126.707704
0,1756,중앙,Jungang,4,450,1756,410000,철도청구간,,031-485-7788,,15362,경기도 안산시 단원구 중앙대로 918,,,,,,,,,,,N,,,,,게이트 내부,中央,지역적으로 안산시의 중앙이라하여 중앙이라 명명,464005.0,1059422.0,37.315941,126.838573
0,1909,양주,Yangju,1,107,1909,410000,철도청구간,,031-828-3383,,11496,경기도 양주시 평화로 919,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,楊州,,509651.0,1186511.0,37.774381,127.044708
0,0231,신대방,Sindaebang,2,231,0231,122700,낙성대영업소,1984-05-22 00:00:00,02-6110-2311,6110 - 2319,07067,서울특별시 동작구 대림로 2,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,게이트 내부,新大方,○ 역이 위치한 지명에서 유래한 것으로 신대방동은 1936년 경성부로 편입되면서 당시의 신갈리와 번대방리를 합하여 신대방으로 불리게 되었다. 또한 대방동과 접한 새로 생긴 마을이라는 뜻에서 신대방이라 이름 붙여졌다고도 한다.,480562.0,1107052.0,37.487462,126.913149
0,0235,문래,Mullae,2,235,0235,123400,구로디지털서비스센터,1984-5-22 0:0:0,02-6110-2351,6110 - 2359,07298,서울특별시 영등포구 당산로 지하 28,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,게이트 외부,文來,○ 문래동은 문익점의 목화 전래에서 이름을 따서 문래동이 되었다는 설과 학교와 관공서 등이 들어서자 글(文)이 온다(來)는 뜻에서 동명이 붙여졌다는 설이 있다. 이곳에 역이 들어서자 문래역이 되었다.,476561.0,1115505.0,37.517933,126.894760
